"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"3180","venenoso","convexo","escamoso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","varias","graminea"
"3181","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3184","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3185","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3186","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3187","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3188","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","varias","madeiras"
"3189","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3190","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3191","venenoso","convexo","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","cor de rosa","marrom","parcial","branco","um","largo","chocolate","varias","graminea"
"3192","venenoso","convexo","macio","cor de rosa","sem mancha","creosoto","livre","perto","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3193","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3194","venenoso","plano","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","marrom","parcial","branco","um","largo","chocolate","varias","madeiras"
"3195","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3196","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3197","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3199","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3200","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","varias","graminea"
"3201","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3202","venenoso","plano","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3205","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3206","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","cor de rosa","parcial","branco","um","largo","chocolate","solitario","graminea"
"3208","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3210","venenoso","convexo","fibroso","branco","sem mancha","creosoto","livre","perto","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3211","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3212","venenoso","convexo","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","varias","madeiras"
"3213","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3214","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3215","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3217","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3218","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3219","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3220","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3221","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3222","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3225","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3228","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","lotado","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3229","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3230","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3231","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3232","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3233","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","lotado","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3234","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","marrom","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3235","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3236","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","amarelado","marrom","parcial","branco","um","largo","chocolate","varias","graminea"
"3237","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3238","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3239","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3240","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","varias","madeiras"
"3241","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3242","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3243","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","perto","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3245","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"3246","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3248","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
